title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
画期的なカラーチェンジングマジックテクニック！,/watch?v=kSOha_tdH38,158,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
防災バッグやアウトドアに常備必須の人気マルチツールが100均グッズで売っていた！バックの中身に最低限必要なものだと思います！,/watch?v=iI3D9akbdIo,325,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,26
Packet Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=kDW7Vz-5rnM,171,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,14
カラーチェンジマジックとパケットカードマジックを組み合わせて、カラーチェンジの先を行く2段オチのカードマジック！,/watch?v=ub_kL-_yCwA,155,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
収納グッズの缶ストッカーが、100均・ダイソーで売っていて使ってみたら、かなり優秀だった！,/watch?v=fcE_mHn4f58,235,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,19
Number Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=onFbwg-6kSo,177,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,14
数字トリックを使った、簡単トランプマジック！初心者や上級者のオープニングにおすすめ！やり方。,/watch?v=c3eudTO6yeY,173,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,14
人気の韓国の肉じゃが「カルビチム（豚肉）」 レシピ付き。,/watch?v=Ok7AdEHcavA,129,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,10
Bill Change Magic Trick Revealed & ASMRtist Voice♪,/watch?v=1CzzksOg2SA,320,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,26
お札変化マジック！簡単に出来る最大限のインパクトのビルチェンジマジック！,/watch?v=MRFaz5r-kh8,266,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
韓国の人気屋台料理！卵パンベーコン レシピ♪,/watch?v=qp2Cr7-_kPY,193,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
オイル＆ウォーターにプリマベーラ MＩO氏が本気で驚く！ザ・マジック34号/話題のマジックバー紹介もあります。,/watch?v=ARgnzund2qs,223,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,18
ダイソーのおすすめフライパンが実は凄い！,/watch?v=BwUboGlPNnk,236,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,19
Instant Move Misdirection Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=bwqFfo3aFRY,407,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,33
ミスディレクション魔法を体験できるセルフワーキングマジックトリック！カード瞬間移動やり方！,/watch?v=50-IXwhgg_k,248,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
ドンキの人気流しそうめん スライダーとグリルプレートとおすすめハンディ扇風機！,/watch?v=J1z3m6Kb4Ss,155,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
Card Vanish Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=HC7_H3a9FfA,255,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
カード消失（カードバニッシュ）の最も自然で賢い方法！,/watch?v=-BoPyLy6JOE,160,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
インスタントラーメンチャルメラ豚骨醤油を簡単アレンジ美味しくする方法♪ベジポタ ラーメン風,/watch?v=vRfHBvwQqeo,166,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
Easy Card Magic Trick Revealed & ASMRtist Voice♪,/watch?v=VjnMk1tJxE8,263,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
トランプマジック初心者にも上級者にもおすすめの、錯覚トリック簡単トランプマジックやり方！,/watch?v=uGescqhCNNc,181,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
Oil & Water Card Magic Trick & ASMRtist Voice♪,/watch?v=D8uCWsjNtp8,265,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
オイルアンドウォーター カードマジック!意表を突くオイル＆ウォーターです！,/watch?v=pfAvGRCUMZY,182,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
TikTokの#時を戻そう。で、大人気チャレンジにマジシャが参戦！こんな使い方してみた！,/watch?v=xgc-zyAf5sI,159,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
こんな、サンドイッチカードマジック見たことある？,/watch?v=oG4KbHUnq9k,193,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
ドンキおすすめの安い人気コンパクト扇風機＆サーキュレーター、窓用エアコン、冷風扇風機夏家電！,/watch?v=x0Si3VdvlaU,309,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,25
Card Control Magic Technique Tutorial & ASMRtist Voice♪,/watch?v=Q5iyI5qug_A,248,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
超重要カードマジック コントロールテクニック！,/watch?v=j94GfEC28KE,198,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
「サイズ・サプライズ マジック」は、何が起こるかわからない！＆魂の筆：メイガス著：ロベール=ウーダン①ザ・マジック33号,/watch?v=U-MdD0jByHM,207,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
みんな大好きテンヨーマジックグッズの超能力ダイスが登場のザマジック デアゴスティーニ32号！,/watch?v=fh_md6UthOk,278,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,22
MissDirection Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=byjtsDZCLwg,200,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
強烈なミスディレクションと心理学ミスコールのトライアンフ カードマジックの説得力を実感してください！やり方あります！,/watch?v=Gba9eoqFA4w,161,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
ダイソーの300円の枕が、安物買いの銭失いとは言わせないレベルのおすすめ商品だった！,/watch?v=s9xN5FsAT3M,302,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,24
Triumph Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=2f6yjRPwBsM,252,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
このトライアンフ カードマジックは、裏の裏を行く良い意味で期待を裏切ります！,/watch?v=yV8vO_AjqaM,148,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
Elevator Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=4UMsyZFewHk,199,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
エレベーターカードマジックのやり方！,/watch?v=udU6eI0-az8,208,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
絶対買い！結露しないグラス！ステンレスタンブラーは、ダイソーがおすすめ！,/watch?v=2gV2msoo0yE,646,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,52
Self-Working Card Magic Trick & ASMRtist Voice♪,/watch?v=Xw0wBlsmqrA,187,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
このセルフワーキングマジックトリックを見逃さないでください！,/watch?v=HULCf70hLfc,196,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
Ambitious Card Trick Tutorial & ASMRtist Voice♪,/watch?v=6B8QzpLcI9g,273,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,22
カードマジック テクニック満載のアンビシャスカード やり方！,/watch?v=Dw6pwVNl3lE,197,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
マニア向けおすすめのマジック本！日本の手品史！,/watch?v=j02RePzbTBA,147,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
餃子の王将アレンジレシピ！殿堂入り人気1位の餃子＆ミートソース アレンジレシピ♪,/watch?v=jGtJzXJob8E,152,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
おすすめテンヨーマジックグッズ消えるミルク！志村けん氏の名作コント！ケンちゃんの健康牛乳で使用のザ・マジック31号！,/watch?v=K8ctT-mK7UU,220,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,18
Triumph Card Magic Trick & ASMRtist Voice♪,/watch?v=auUG_72RSp8,296,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,24
ジグザグトライアンフ カードマジック！,/watch?v=2U6gHt8aFjg,197,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,16
中華蕎麦 とみ田主人が作る中華三昧アレンジ「釜揚げ風つけ麺」簡単人気つけ麺たれレシピ♪,/watch?v=vBZif7DrRMk,145,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
混ぜて揃えるトライアンフ カードマジック !,/watch?v=3buoNgWhYE4,211,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
Ambitious Card Trick Tutorial & ASMRtist Voice♪,/watch?v=ErfMN7L1sp0,258,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
錯覚トリックを利用したアンビシャスカード（エレベーターカード）マジックの やり方！,/watch?v=BJC0R7_9mNc,184,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
ハンカチ（シルク）からボールが出現＆四つ玉 マジック導入？ザ・マジック30号文豪ゲーテを語る？？（Jr.TAICHIタイチくん応援）,/watch?v=2oCumqmJOLM,176,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,14
Number Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=tPz4pk-3PwY,214,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
誰でも簡単に数字トランプマジックができるトリック！,/watch?v=7OThkW2fk0s,216,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
Triumph Card Magic Trick Tutorial & ASMRtist Voice♪,/watch?v=-P0bW7Tpx1s,233,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,19
いつから 錯覚していた？と思わせる錯覚トリックを利用したトライアンフカードマジック！,/watch?v=bPfznT5MHJg,140,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,11
テンヨーマジックグッズの隠れた名商品「クリスタルボックス」は、岩田さんのおすすめです！,/watch?v=jumqEmWO1bo,246,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
Psychology Magic Trick & ASMRtist Voice♪,/watch?v=tQ3IIF-1kVA,237,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,19
心理学とは何か？言葉の魔法使いによるマジシャンズチョイスによる実演！,/watch?v=4XvXXlKBuSQ,149,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
100均のふわふわバターナイフが、パンを美味しく食べるのにおすすめです！,/watch?v=EDV2ChGE23Q,187,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,15
本格的なギロチンイリュージョンマジック披露させていただきます！,/watch?v=ysTvyVjMAfM,263,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
プレゼント企画当選者発表＆新たなコメ企画情報！,/watch?v=GcVbHYCDHT0,105,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,8
北海道で人気の牛乳ラーメン（シーフードヌードル）簡単レシピ付き♪,/watch?v=NlTG1oXUZyU,147,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,12
メイガス氏・入魂！トランプファンカードがスゴい！ザ・マジック29号（キッズマジシャン：HINATAヒナタくん頑張って！）,/watch?v=iJLxQ0jM8mM,289,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,23
Number Magic Trick Revealed & ASMRtist Voice♪,/watch?v=wmVY1Zq7HHA,354,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,28
簡単ですごい数字トリックを使ったトランプマジックのやり方！,/watch?v=T-dZA_NGTjs,265,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
ASMRtistがテンヨーおすすめマジック グッズで、ASMR Sound動画撮るとこうなります。,/watch?v=vsXYh92hW-k,420,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,34
カードマジック スリーカードモンテ！3枚で織りなす不思議な最高の名作！,/watch?v=HCbQ0vcSdLA,230,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,18
Street Magic Card Trick Revealed & ASMRtist Voice♪,/watch?v=0jok3xhAVRs,259,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,21
ストリート演じまくった上級者向けカード当てトランプマジックのやり方！,/watch?v=GKyf7rbxxxc,210,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
Sandwich Card Magic Trick Revealed & ASMRtist Voice♪,/watch?v=h3jcNVIoBI4,282,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,23
この錯覚トランプマジック テクニックは、どこから騙される？やり方！,/watch?v=Ku6WEv7Q638,206,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
ワンアヘッドシステムは、メンタルマジックに様々応用できる！シルクマジックもおすすめのザ・マジック28号！,/watch?v=LP6xPxVJ-m8,158,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,13
Miracle Card Tricks Revealed & ASMRtist Voice♪,/watch?v=T1afvtEvlRg,439,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,35
奇跡の予言カードマジック!本当に魔法のように感じます！,/watch?v=eMulItsftOg,254,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,20
テーブルホッピング！レストラン・マジシャンズ・ガイドブック！プロマジシャンになる方法！（カードマジック 本）,/watch?v=uVTMRYUTVkk,243,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,19
ダイソーのタピオカミルクティーが、アイスでもホットでも美味いし作り方もも簡単で、業務スーパーのタピオカミルクティーに負けてない！,/watch?v=AYFuTvd-iHs,345,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,28
Amazing Card Magic Tricks Revealed & ASMRtist Voice♪,/watch?v=m_POBJn7HUg,227,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,18
カード予言マジック！ただ、当てるだけじゃない！インパクトが凄すぎる簡単カード予言マジック,/watch?v=KtB4RUM4oQc,211,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,17
100均の電子レンジラーメン調理器が万能すぎた！電子レンジポップコーン作り方！,/watch?v=P6rHBR9LhQo,230,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,18
Sandwich Card Magic Trick & ASMRtist Voice♪,/watch?v=GOiuoZNsf-U,344,手品王子のマジック&amp;ASMR Voice&amp;ガジェット&amp;100均おすすめ商品!,1670000,,1248,28
