title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
ASMR Eat Ice| Bigger Square Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=Bz3RRDphvCg,91203,Eat Ic,1680000,,39466,231
ASMR Eat Ice| 😂Fail Heart Shape 💔Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=-DGdiiqrgMQ,24211,Eat Ic,1680000,,39466,61
ASMR Eat Ice| Slush Leaves ice  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=xDdz9vJLWNo,18140,Eat Ic,1680000,,39466,46
ASMR Eat Ice| Sun flower Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=dyRuo2m6cvQ,58145,Eat Ic,1680000,,39466,147
ASMR Eat Ice| Sticks Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=-ak9CnXQhJQ,56488,Eat Ic,1680000,,39466,143
ASMR Eat Ice| Rectangle Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=BO3oq6KkFP8,47476,Eat Ic,1680000,,39466,120
ASMR Eat Ice| Hollow Square Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=toWg5NpR3QE,28299,Eat Ic,1680000,,39466,72
ASMR Eat Ice| Round cake Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=MAPmGCNTUdk,39335,Eat Ic,1680000,,39466,100
ASMR Eat Ice| Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=PPH7VBUfVAg,41917,Eat Ic,1680000,,39466,106
ASMR Eat Ice| Ice Nugget & Pizza Shavedice  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=lr3mrJQzKWE,33220,Eat Ic,1680000,,39466,84
ASMR Eat Ice| Round Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=qgiQESkY0wo,24927,Eat Ic,1680000,,39466,63
ASMR Eat Ice| Filled Shavedice Cube  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=Wyv2q7g8VKo,51005,Eat Ic,1680000,,39466,129
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=Qeq7VXxbsTE,32476,Eat Ic,1680000,,39466,82
ASMR Eat Ice| Slush Blocks Ice Disk | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=NcD4JWxaVx8,41428,Eat Ic,1680000,,39466,105
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=gQy13_8ZF44,102314,Eat Ic,1680000,,39466,259
ASMR Eat Ice| Snow Ball Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=j0IDBYfLeik,38469,Eat Ic,1680000,,39466,97
ASMR Eat Ice| Ice Brick Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=83_RYpMtTWY,71305,Eat Ic,1680000,,39466,181
ASMR Eat Ice| Carbonated ice & Snowball  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=gha2wNe4AIc,144367,Eat Ic,1680000,,39466,366
ASMR Eat Ice| Ice block Carbonated ice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=cqk78DfzWqY,35389,Eat Ic,1680000,,39466,90
ASMR Eat Ice| Ice Ball Pit Carbonated ice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=vtyoZHi0VMc,212022,Eat Ic,1680000,,39466,537
ASMR Eat Ice|   Hollow Ice Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=BE6dlu5RBlE,43146,Eat Ic,1680000,,39466,109
ASMR Eat Ice| Shavedice&Hard ice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=KdguEMzVGY4,24895,Eat Ic,1680000,,39466,63
ASMR Eat Ice| Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=sZJ-a-f2Gtk,55669,Eat Ic,1680000,,39466,141
ASMR Eat Ice| Shavedice & Hollow Ice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=gSn2vPSMJCM,16413,Eat Ic,1680000,,39466,42
ASMR Eat Ice| Round Shape Shavedice & Hardice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=g04JyueiXAk,12496,Eat Ic,1680000,,39466,32
ASMR Eat Ice| Ice Rose Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=DfVsMKclxYg,34421,Eat Ic,1680000,,39466,87
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=w1Yw9O1TpLk,12219,Eat Ic,1680000,,39466,31
ASMR Eat Ice| Square Shape Shavedice & Hard | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=XDYXlKuoI7g,35966,Eat Ic,1680000,,39466,91
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=XDuB37cw5Dw,16197,Eat Ic,1680000,,39466,41
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=-H3ezPuWa_I,8064,Eat Ic,1680000,,39466,20
ASMR Eat Ice| Honeycomb Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=giOLLeQDEGI,23366,Eat Ic,1680000,,39466,59
ASMR Eat Ice| Ice Sticks  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=w2EuTQpdJfU,23699,Eat Ic,1680000,,39466,60
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=3i9B1BpUvUU,14824,Eat Ic,1680000,,39466,38
ASMR Eat Ice| Oval Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=d65h8Ok6Y2o,14697,Eat Ic,1680000,,39466,37
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=ILYQtfyT1iQ,31235,Eat Ic,1680000,,39466,79
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=tPAiigtGLsU,107544,Eat Ic,1680000,,39466,272
ASMR Eat Ice| Round Shape Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=jXZDxPLhBdw,15718,Eat Ic,1680000,,39466,40
ASMR Eat Ice| Heart-shaped&Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=Mj78yJB4PM0,22761,Eat Ic,1680000,,39466,58
ASMR Eat Ice| Square shape ice & Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=eUJa6xu1SuU,11229,Eat Ic,1680000,,39466,28
ASMR Eat Ice| Square shape ice & Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=iniBxrIVFZg,31469,Eat Ic,1680000,,39466,80
ASMR Eat Ice| Ice stick &Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=YxWTiBnqrVk,13270,Eat Ic,1680000,,39466,34
ASMR Eat Ice| mini ice ball  | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=UeS_ZlA0n-Q,8710,Eat Ic,1680000,,39466,22
ASMR Eat Ice| mini ice ball | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=bf9iegVdHJI,13627,Eat Ic,1680000,,39466,35
ASMR Eat Ice|  Ice Sticks | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=mVmqclJ3ZXs,14776,Eat Ic,1680000,,39466,37
ASMR Eat Ice| Cotton ice Supercooled water2 | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=o4TJkDRbHL0,265584,Eat Ic,1680000,,39466,673
ASMR Eat Ice| Thin Hollow Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=QGET8g6sRko,15746,Eat Ic,1680000,,39466,40
ASMR Eat Ice| Star fruit Shape Shavedice & Ice Stick | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek,/watch?v=iO7IseXxX5Q,19155,Eat Ic,1680000,,39466,49
ASMR Eat Ice| Hardice of Hole Panel & Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=npuSu7i897s,9844,Eat Ic,1680000,,39466,25
ASMR Eat Ice| Shavedice Twist roll | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=R9vBphE4nZ8,55625,Eat Ic,1680000,,39466,141
ASMR Eat Ice| mini ball ice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=MyYoKokKoyc,39729,Eat Ic,1680000,,39466,101
ASMR Eat Ice| Waffle Shaped Shavedice & Hardice Cubes | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek,/watch?v=NBGlm1dRdiQ,19065,Eat Ic,1680000,,39466,48
ASMR Eat Ice| Pine cone shape ice shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=y1-tCXVpkEA,5624,Eat Ic,1680000,,39466,14
ASMR Eat Ice| Carboneatedice & Leaf-shape Shavedice🍃| 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek,/watch?v=k1YypFnXvH0,30292,Eat Ic,1680000,,39466,77
ASMR Eat Ice| Snowflake Hardice❄ | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=_I53U8OArC0,9558,Eat Ic,1680000,,39466,24
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=RIcr42fzVwI,18421,Eat Ic,1680000,,39466,47
ASMR Eat Ice| Shavedice&Powderyice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=eH9ZNqGN-w0,16926,Eat Ic,1680000,,39466,43
ASMR Eat Ice| Hardice&Shavedice | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=z_P3DWRWQiw,58247,Eat Ic,1680000,,39466,148
ASMR Eat Ice| Shavedice&Powderyice🍕 | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying,/watch?v=jC3K08Wxejw,20015,Eat Ic,1680000,,39466,51
ASMR Eat Ice| Hardice  cubes | 氷を食べる音  Thánh Ăn Đá  얼음 리얼사운 Buz Yemek Satisfying sound,/watch?v=Z6cs9zjOeOk,27180,Eat Ic,1680000,,39466,69
